SCD30 sensor
date, co2, temperature_C, relative_humidity,comment2024-01-11T15:03:44.983529,nan,nan,nan,closed
2024-01-11T16:25:37.033570,1379.49951171875,24.930572509765625,27.5665283203125,None
2024-01-11T16:25:47.951856,1381.9971923828125,24.91455078125,27.62298583984375,opened
2024-01-11T16:26:18.076117,1402.4034423828125,24.64751434326172,26.03759765625,None
2024-01-11T16:26:48.205757,1281.721435546875,24.407188415527344,25.6866455078125,None
2024-01-11T16:27:18.315896,1266.0274658203125,24.29236602783203,26.42822265625,None
2024-01-11T16:27:48.445042,1243.22900390625,23.953231811523438,26.28021240234375,None
2024-01-11T16:28:18.563755,1210.12255859375,23.883804321289062,26.34429931640625,None
2024-01-11T16:28:48.675855,1193.361328125,23.59807586669922,25.81939697265625,None
2024-01-11T16:29:18.804749,1188.5439453125,23.59807586669922,26.20849609375,None
2024-01-11T16:29:48.933793,1171.1607666015625,23.36042022705078,25.5950927734375,None
2024-01-11T16:30:19.063530,1155.0496826171875,23.304344177246094,26.2298583984375,None
2024-01-11T16:30:49.247309,1152.4921875,23.27497100830078,26.3671875,None
2024-01-11T16:31:19.376525,1144.1064453125,23.18951416015625,26.1383056640625,None
2024-01-11T16:31:49.507598,1118.26171875,23.005264282226562,25.80413818359375,None
2024-01-11T16:32:19.639347,1096.031982421875,23.031967163085938,26.20849609375,None
2024-01-11T16:32:49.769900,1087.266845703125,22.919815063476562,25.5889892578125,None
2024-01-11T16:33:19.901140,1067.6258544921875,22.7515869140625,25.75531005859375,None
2024-01-11T16:33:50.011134,1054.5640869140625,22.66613006591797,25.750732421875,None
2024-01-11T16:34:20.141084,1043.8359375,22.70885467529297,25.74005126953125,None
2024-01-11T16:34:50.270970,1041.5709228515625,22.66613006591797,25.5157470703125,None
2024-01-11T16:35:20.401758,1019.1336669921875,22.62340545654297,25.7049560546875,None
2024-01-11T16:35:37.238881,1008.0950927734375,22.596702575683594,25.48065185546875,None
2024-01-11T16:35:50.535491,1003.3247680664062,22.540626525878906,25.47607421875,None
2024-01-11T16:36:20.643348,995.0738525390625,22.553977966308594,25.89569091796875,None
2024-01-11T16:36:50.771602,994.5031127929688,22.583351135253906,25.909423828125,None
2024-01-11T16:37:20.902564,988.865966796875,22.497901916503906,24.945068359375,None
2024-01-11T16:37:51.033907,987.10205078125,22.497901916503906,25.09918212890625,None
2024-01-11T16:38:21.155998,959.6358032226562,22.45250701904297,25.40130615234375,None
2024-01-11T16:38:51.283217,956.0609130859375,22.465858459472656,25.567626953125,None
2024-01-11T16:39:21.386963,955.282470703125,22.497901916503906,25.0030517578125,None
2024-01-11T16:39:51.518177,951.28955078125,22.465858459472656,24.94354248046875,None
2024-01-11T16:40:21.652115,943.5200805664062,22.35370635986328,24.74212646484375,None
2024-01-11T16:40:51.787531,936.0521240234375,22.340354919433594,25.30975341796875,None
2024-01-11T16:41:21.909479,929.4785766601562,22.327003479003906,25.12664794921875,None
2024-01-11T16:41:52.028668,919.9187622070312,22.284278869628906,25.34637451171875,None
2024-01-11T16:42:22.157186,897.140380859375,22.156097412109375,25.47607421875,None
2024-01-11T16:42:52.267402,896.7188720703125,22.228195190429688,24.8443603515625,None
2024-01-11T16:43:22.395782,892.3963623046875,22.198822021484375,25.11749267578125,None
2024-01-11T16:43:52.528437,887.832275390625,22.27092742919922,25.12359619140625,None
2024-01-11T16:44:22.658915,884.548095703125,22.185470581054688,24.4781494140625,None
2024-01-11T16:44:52.789273,875.6183471679688,22.156097412109375,24.79400634765625,None
2024-01-11T16:45:22.918369,871.7252197265625,22.156097412109375,25.0732421875,None
